"source","binder_pdf_page_number","year","month","day","arrival_time","sunrise_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","observation_time","num_males_observed","num_females_observed","comments_observations_or_marks","other_fights_and_comments"
"binder","53","1988",4,17,"5:50","6:40","White/ Heimgartner","mud_springs",NA,"10 to 15 gusting","40","no","no",NA,"truck parked 1 ridge away w/ UM human male walking (?)",NA,NA,NA,"6:22",31,38,"West ","Y/Y chased off UM male. ~15 females flew from W center - E after 6:22. At W center, 2 (?) appoach ends of lek. Master cock on E cluster a N and W of center. Truck pulled up to draw 1 ridge away from lek, (?) at first light + (?) who in (?). 2 UM males fought w/ (?) protecting the south of (cut off sheet)."
"binder","53","1988",4,17,"5:50","6:40","White/ Heimgartner","mud_springs",NA,"10 to 15 gusting","40","no","no",NA,"truck parked 1 ridge away w/ UM human male walking (?)",NA,NA,NA,"7:06",27,35,"7 juv males West","Y/Y chased off UM male. ~15 females flew from W center - E after 6:22. At W center, 2 (?) appoach ends of lek. Master cock on E cluster a N and W of center. Truck pulled up to draw 1 ridge away from lek, (?) at first light + (?) who in (?). 2 UM males fought w/ (?) protecting the south of (cut off sheet)."
"binder","53","1988",4,17,"5:50","6:40","White/ Heimgartner","mud_springs",NA,"10 to 15 gusting","40","no","no",NA,"truck parked 1 ridge away w/ UM human male walking (?)",NA,NA,NA,"7:06",33,22,"east","Y/Y chased off UM male. ~15 females flew from W center - E after 6:22. At W center, 2 (?) appoach ends of lek. Master cock on E cluster a N and W of center. Truck pulled up to draw 1 ridge away from lek, (?) at first light + (?) who in (?). 2 UM males fought w/ (?) protecting the south of (cut off sheet)."
"binder","53","1988",4,17,"5:50","6:40","White/ Heimgartner","mud_springs",NA,"10 to 15 gusting","40","no","no",NA,"truck parked 1 ridge away w/ UM human male walking (?)",NA,NA,NA,NA,4,3,NA,"Y/Y chased off UM male. ~15 females flew from W center - E after 6:22. At W center, 2 (?) appoach ends of lek. Master cock on E cluster a N and W of center. Truck pulled up to draw 1 ridge away from lek, (?) at first light + (?) who in (?). 2 UM males fought w/ (?) protecting the south of (cut off sheet)."
"binder","54","1988",4,18,"5:40","6:34","Boyce/ Gern","mud_springs",NA,"0","0","no","no",NA,NA,NA,NA,NA,"5:40",25,NA,NA,"Female - Y on left. Male - W on right/Blue on left. B/W won fight 6:37 - w/ master cock. Female W/?. Y/B. Y/B standoff w/ breeder - 7:12."
"binder","54","1988",4,18,"5:40","6:34","Boyce/ Gern","mud_springs",NA,"0","0","no","no",NA,NA,NA,NA,NA,"5:55",36,65,NA,"Female - Y on left. Male - W on right/Blue on left. B/W won fight 6:37 - w/ master cock. Female W/?. Y/B. Y/B standoff w/ breeder - 7:12."
"binder","54","1988",4,18,"5:40","6:34","Boyce/ Gern","mud_springs",NA,"0","0","no","no",NA,NA,NA,NA,NA,"6:10",61,82,NA,"Female - Y on left. Male - W on right/Blue on left. B/W won fight 6:37 - w/ master cock. Female W/?. Y/B. Y/B standoff w/ breeder - 7:12."
"binder","54","1988",4,18,"5:40","6:34","Boyce/ Gern","mud_springs",NA,"0","0","no","no",NA,NA,NA,NA,NA,"7:00",53,NA,NA,"Female - Y on left. Male - W on right/Blue on left. B/W won fight 6:37 - w/ master cock. Female W/?. Y/B. Y/B standoff w/ breeder - 7:12."
"binder","54","1988",4,18,"5:40","6:34","Boyce/ Gern","mud_springs",NA,"0","0","no","no",NA,NA,NA,NA,NA,"7:22",61,47,NA,"Female - Y on left. Male - W on right/Blue on left. B/W won fight 6:37 - w/ master cock. Female W/?. Y/B. Y/B standoff w/ breeder - 7:12."
"binder","58","1988",4,24,"5:30","6:39","MSB + Cody","mud_springs",NA,"1 to 2","70","no","no",NA,"Cold","nearly 100% snow covered","eagle","6:16","5:42",75,NA,NA,"6:12 - W/O beat up B/R. Females: W/O. Males: W/R, B/R, W/O, B/Y, W/Y, B/W, W/G, B/B. Eagle at 6:16 at least 300 birds flushed. 7:32 B/B chased away from female cluster by two different males."
"binder","58","1988",4,24,"5:30","6:39","MSB + Cody","mud_springs",NA,"1 to 2","70","no","no",NA,"Cold","nearly 100% snow covered","eagle","6:16","5:55",81,101,NA,"6:12 - W/O beat up B/R. Females: W/O. Males: W/R, B/R, W/O, B/Y, W/Y, B/W, W/G, B/B. Eagle at 6:16 at least 300 birds flushed. 7:32 B/B chased away from female cluster by two different males."
"binder","58","1988",4,24,"5:30","6:39","MSB + Cody","mud_springs",NA,"1 to 2","70","no","no",NA,"Cold","nearly 100% snow covered","eagle","6:16","6:25",3,0,"eagle flushed at 6:16","6:12 - W/O beat up B/R. Females: W/O. Males: W/R, B/R, W/O, B/Y, W/Y, B/W, W/G, B/B. Eagle at 6:16 at least 300 birds flushed. 7:32 B/B chased away from female cluster by two different males."
"binder","58","1988",4,24,"5:30","6:39","MSB + Cody","mud_springs",NA,"1 to 2","70","no","no",NA,"Cold","nearly 100% snow covered","eagle","6:16","7:41",53,NA,"Birds began (?) before in gradually (?) at S center","6:12 - W/O beat up B/R. Females: W/O. Males: W/R, B/R, W/O, B/Y, W/Y, B/W, W/G, B/B. Eagle at 6:16 at least 300 birds flushed. 7:32 B/B chased away from female cluster by two different males."
"binder","58","1988",4,24,"5:30","6:39","MSB + Cody","mud_springs",NA,"1 to 2","70","no","no",NA,"Cold","nearly 100% snow covered","eagle","6:16","7:49",NA,24,NA,"6:12 - W/O beat up B/R. Females: W/O. Males: W/R, B/R, W/O, B/Y, W/Y, B/W, W/G, B/B. Eagle at 6:16 at least 300 birds flushed. 7:32 B/B chased away from female cluster by two different males."
"binder","63","1988",4,30,"5:20","6:27","Boyce/White","mud_springs",NA,"10 to 15","1","no","no",NA,"Moonlight night - nearly full moon","dry",NA,NA,"5:30",86,4,NA,"Unmarked male copulations - copulated with female W/O at least 3 times. G/O standoff - unmarked male. Marked males: B/R, W/O, W/B, R/Y, O/W, B/W, W/Y, G/O, W/G. Marked females: W/O, /B, W/."
"binder","63","1988",4,30,"5:20","6:27","Boyce/White","mud_springs",NA,"10 to 15","1","no","no",NA,"Moonlight night - nearly full moon","dry",NA,NA,"5:50",77,12,NA,"Unmarked male copulations - copulated with female W/O at least 3 times. G/O standoff - unmarked male. Marked males: B/R, W/O, W/B, R/Y, O/W, B/W, W/Y, G/O, W/G. Marked females: W/O, /B, W/."
"binder","63","1988",4,30,"5:20","6:27","Boyce/White","mud_springs",NA,"10 to 15","1","no","no",NA,"Moonlight night - nearly full moon","dry",NA,NA,"6:20",79,5,NA,"Unmarked male copulations - copulated with female W/O at least 3 times. G/O standoff - unmarked male. Marked males: B/R, W/O, W/B, R/Y, O/W, B/W, W/Y, G/O, W/G. Marked females: W/O, /B, W/."
"binder","63","1988",4,30,"5:20","6:27","Boyce/White","mud_springs",NA,"10 to 15","1","no","no",NA,"Moonlight night - nearly full moon","dry",NA,NA,"6:40",82,3,NA,"Unmarked male copulations - copulated with female W/O at least 3 times. G/O standoff - unmarked male. Marked males: B/R, W/O, W/B, R/Y, O/W, B/W, W/Y, G/O, W/G. Marked females: W/O, /B, W/."
"binder","63","1988",4,30,"5:20","6:27","Boyce/White","mud_springs",NA,"10 to 15","1","no","no",NA,"Moonlight night - nearly full moon","dry",NA,NA,"6:55",NA,NA,"29 males left N area and several from S","Unmarked male copulations - copulated with female W/O at least 3 times. G/O standoff - unmarked male. Marked males: B/R, W/O, W/B, R/Y, O/W, B/W, W/Y, G/O, W/G. Marked females: W/O, /B, W/."
"binder","64","1988",5,4,"2:00","6:00","Johnson","mud_springs",NA,"5","0","no","no",NA,"Bright moon","clear",NA,NA,"5:30",54,9,NA,"Video"
"binder","64","1988",5,4,"2:00","6:00","Johnson","mud_springs",NA,"5","0","no","no",NA,"Bright moon","clear",NA,NA,"6:30",0,0,NA,"Video"
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"5:24",30,8,"north center","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"5:45",35,NA,"east center","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"5:54",0,0,"something spooked the other center","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"6:15",17,0,"north center","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"6:24",4,0,"everyone spooked - flew away","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"6:30",1,0,"he's just roosting away from the lek","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"6:40",9,NA,"east - saw male with only one air sac","Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","65","1988",5,5,"4:30","6:00","Johnson","mud_springs",NA,"calm","<5","no","no",NA,"Bright moon","clear",NA,NA,"6:48",10,0,NA,"Night vision scope (dif male than w?). W/O copulation during strut count. R/Y - destroyed an UM male at 5:59 right after mating. W/B fight same male as R/Y fought with (tie) - but W/B provoked another fight. Mate - G on right loss. Hen: W. W/G - fight with UM male - tie."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"5:15",87,5,"Both centers. ","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"6:07",29,0,"North center","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"6:21",11,0,"North center. All flushed at once at 6:21 - the remaining marked males are R/R, R/Y, W/B, W/G, W/Y. ","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"6:28",2,0,"North center. All others flushed - R/R still on lek. ","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"6:30",1,0,NA,"5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"6:38",43,0,"East center","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","66,67","1988",5,12,"5:05","6:12","Johnson","mud_springs",NA,"calm","0","no","no",NA,NA,"clear",NA,NA,"7:01",1,0,"East center. Everyone flushed, except for 1 bird","5:54 - R/Y and W/Y in a standoff. Birds feeding mostly, very little strutting by anyone - only one male strutting. 5:45 - W/Y won fight with an UM male. Lots of fighting. Birds are preening a lot, everyone is starting to look awfully rough."
"binder","68","1988",5,13,"5:00","6:10","Johnson","mud_springs",NA,"0 to 5","clear","no","no",NA,"Bird have been flushed prior to arrival, just coming back on still at 5:45. ","clear",NA,NA,"5:47",22,1,"North","Copulation - either W/B or R/Y. W443 has a big cut on the back of his head."
"binder","68","1988",5,13,"5:00","6:10","Johnson","mud_springs",NA,"0 to 5","clear","no","no",NA,"Bird have been flushed prior to arrival, just coming back on still at 5:45. ","clear",NA,NA,"5:58",30,0,"East","Copulation - either W/B or R/Y. W443 has a big cut on the back of his head."
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"5:40",4,NA,"Strutting at arrival - wind down","infrequent strutting - too windy"
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"5:53",6,NA,NA,"infrequent strutting - too windy"
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"6:00",6,NA,"R/B lost fight to unidentified male, wind up","infrequent strutting - too windy"
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"6:40",6,NA,"G/G strutting","infrequent strutting - too windy"
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"6:53",6,NA,"G/G conflict W/R won, G/G/ ran off","infrequent strutting - too windy"
"binder","35","1988",3,23,"5:40","6:04","Boyce/Burton","north",NA,"30","80",NA,NA,NA,"Cold","50% snow covered",NA,NA,"7:04",6,NA,NA,"infrequent strutting - too windy"
"binder","36","1988",3,25,"5:40","6:05","Johnson/White","north",NA,"10 to 20","20","no","no",NA,NA,"snow cover",NA,NA,"5:40",9,2,"8 hens feeding","GG chasing juveniles around. RR and WW fighting - standoff."
"binder","36","1988",3,25,"5:40","6:05","Johnson/White","north",NA,"10 to 20","20","no","no",NA,NA,"snow cover",NA,NA,"6:00",11,1,"S juveniles","GG chasing juveniles around. RR and WW fighting - standoff."
"binder","37","1988",3,27,"5:30","6:07","Boyce/Burton","north",NA,"20 to 25","10","no","no",NA,"Very windy","snow almost gone","eagle","6:30","5:30",10,NA,"R/R chased W/W away","B/W, R/R, W/W (#0479 on right), R/B, G/G"
"binder","37","1988",3,27,"5:30","6:07","Boyce/Burton","north",NA,"20 to 25","10","no","no",NA,"Very windy","snow almost gone","eagle","6:30","6:00",10,NA,"W/W chased by unidentified male","B/W, R/R, W/W (#0479 on right), R/B, G/G"
"binder","37","1988",3,27,"5:30","6:07","Boyce/Burton","north",NA,"20 to 25","10","no","no",NA,"Very windy","snow almost gone","eagle","6:30","6:25",12,NA,NA,"B/W, R/R, W/W (#0479 on right), R/B, G/G"
"binder","37","1988",3,27,"5:30","6:07","Boyce/Burton","north",NA,"20 to 25","10","no","no",NA,"Very windy","snow almost gone","eagle","6:30","6:30",16,NA,"Flushed by EAGLE","B/W, R/R, W/W (#0479 on right), R/B, G/G"
"binder","37","1988",3,27,"5:30","6:07","Boyce/Burton","north",NA,"20 to 25","10","no","no",NA,"Very windy","snow almost gone","eagle","6:30",NA,NA,NA,"Flew 1 WNW over hill","B/W, R/R, W/W (#0479 on right), R/B, G/G"
"binder","38","1988",3,28,"5:37","6:06","Burton/Osmundson","north",NA,"5 to 10","clear","no","no",NA,"cool morning","good/etc.","eagle","6:08","5:37",15,2,"8 off the back of lek ","63290"
"binder","38","1988",3,28,"5:37","6:06","Burton/Osmundson","north",NA,"5 to 10","clear","no","no",NA,"cool morning","good/etc.","eagle","6:08","5:45",15,2,"R/B - 5:45 won battle","63290"
"binder","38","1988",3,28,"5:37","6:06","Burton/Osmundson","north",NA,"5 to 10","clear","no","no",NA,"cool morning","good/etc.","eagle","6:08","5:55",11,4,NA,"63290"
"binder","38","1988",3,28,"5:37","6:06","Burton/Osmundson","north",NA,"5 to 10","clear","no","no",NA,"cool morning","good/etc.","eagle","6:08","6:08",NA,NA,"18 total. eagle flew over, scared off birds. ","63290"
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"5:23",9,0,NA,"Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"5:27",9,0,"R/B + W/W had standoff fight","Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"5:35",10,0,NA,"Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"5:40",12,0,"3 juv","Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"5:56",12,0,"3 juv","Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"6:22",12,0,NA,"Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","39","1988",3,29,"5:23","6:01","Boyce/White","north",NA,"20","0","no","no","20","Cold","dry",NA,NA,"6:40",12,0,NA,"Marked birds: R/B, G/G, W/W, R/R. 5:51 - coyote howled over ridge, birds kept strutting. 6:04 - 4 birds flew - no apparent reason, birds strutted W of lek. Did not fly far. Limping male present. 6:36 - R/B + unmarked male - standoff."
"binder","40","1988",4,1,"5:30","5:57","Johnson","north",NA,NA,NA,"no","no",NA,NA,"snow, heavy frost",NA,NA,"5:30",31,NA,"More males on E side of road","R/R + W/W standoff"
"binder","40","1988",4,1,"5:30","5:57","Johnson","north",NA,NA,NA,"no","no",NA,NA,"snow, heavy frost",NA,NA,NA,NA,NA,"only 8 males  in normal lek position","R/R + W/W standoff"
"binder","40","1988",4,1,"5:30","5:57","Johnson","north",NA,NA,NA,"no","no",NA,NA,"snow, heavy frost",NA,NA,"5:57",32,NA,"at sunrise all but 2 males flew to normal lek position. At least 20 juveniles","R/R + W/W standoff"
"binder","40","1988",4,1,"5:30","5:57","Johnson","north",NA,NA,NA,"no","no",NA,NA,"snow, heavy frost",NA,NA,"6:35",11,NA,NA,"R/R + W/W standoff"
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"5:15",12,7,NA,"R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"5:25",11,8,"juv male chased off by adult male, female walked off by 5:45","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"5:40",11,0,NA,"R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"5:50",11,0,NA,"R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"5:58",11,0,NA,"R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:12",11,0,NA,"R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:32",11,1,"male and female in (?) SE 120m off lek ","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:34",13,NA,"2 male flew in - in cluster W/G and a juv male","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:46",14,2,"2 juv male","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:50",15,6,"6 off lek","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","41","1988",4,2,"5:16","6:05","Boyce/Hurlbert/Ridley","north",NA,"0","0","no","no",NA,"Full moon! ","wind picked up to 5-10 by 5:45",NA,NA,"6:51",NA,NA,"4 feamle flew into pt. 100m W of lek","R/B standoff with UM male for full 1/2 hour. W/W, R/R (?), G/G, W/G (flew off at 6:34. At 6:15 W/W moved to feed near center of lek - then he walked back to his N location on lek and becan strutting again at 6:32. 5:55 - 5 males showed up on road."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"6:31",13,22,"6 female clustered on N end of lek","6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"6:50",17,9,"5 juveniles, (?) at N and S sides","6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"7:08",19,3,"very scattered","6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"7:34",11,0,NA,"6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"7:41",17,13,NA,"6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
"binder","42","1988",4,3,"6:26","6:02","White","north",NA,"0 to 5","0","no","no",NA,NA,"clear",NA,NA,"7:56",24,16,"15 juveniles","6:33 - 5 males around road to lek behind truck. GG - chased juvenile. GW - standoff 7:05 w/ unmarked male. WW chased/followed female all at N end. Has abandoned lek mating for chasing. Moved >100m in the (?)."
