"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","observation_time","sunrise_time","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder, floppy","1 (rescan)","1988",5,13,"5:28","White","sybille_springs",NA,"0 to 5","0","no","no",NA,"Cattle placed on range 12 May 1988 (stupid ones)",NA,NA,NA,"strut","orange","99","O99","white","483","W483","adult",NA,"5:54","6:17","6:26",31,17,"1",NA,NA,NA,"no",NA,NA,"SPACEMAN SPIFF SURROUNDED BY COWS!! O/Y from 12 May 1988 is O/W from last year - feathers not ripped. UM juv watching fight got chased off + happened (?)! W/O and others - following hens as they moved. Y/B in big fight w/ UM male - eveying (?), etc., standoff. 6:05 - large raptor flew in (not eagle), birds crouched, but did not fly. Did not scare cows. COWS ARE EVERYWHERE!! MOOING, DROOLING, POOPING!! One hen hung out w/ O/W most of morning, then dissapeared into drain behind lek. O/W followed, but to no avail. 2nd hen in group of males on lek w/ Y/B. She finally solicited at 7:30 - interupted copulation. Kept soliciting - got by UM male at 7:38."
"binder, floppy","21","1988",4,16,"6:05","Johnsons","sybille_springs",NA,"0","0","no","no",NA,NA,"clear",NA,NA,"strut","NA",NA,"o","NA",NA,"y",NA,NA,"6:25","6:30","6:35",37,37,"1",NA,NA,NA,"no",NA,NA,"2 mating centeres at beginning, most males and females were at one on hill. By 6:45, hens had moved to center by creek. Several males were walking back and forth between centers."
"binder, floppy","23","1988",4,20,"6:00","White/Duen","sybille_springs",NA,"0","40","no","no",NA,NA,NA,NA,NA,"strut","yellow",NA,"Y","green","364","G364","adult",NA,"6:24","6:29","6:34",33,33,"2",NA,NA,NA,"no","no","no","Y/R last chase to UM male. Y/P male chaesd off by UM male. 7:12 - immature golden eagle flew over - (?) all (?) but W/O who is still (?). Marked males: WY, YW, YR, YO, OW, WO, OG, YB, WR, YG, YP. Markes hens: WW, YP."
"binder, floppy","24","1988",4,24,"5:10","Burton","sybille_springs",NA,"0 to 5","35","yes","no",NA,"light snow cover on ground","w/ consider while open space between patches",NA,NA,"strut","NA",NA,"o","NA",NA,"y",NA,NA,"6:25","7:00","7:05",38,38,"1","somtime 2-3ft","WO",NA,"no",NA,NA,"WO lost fight to unmarked bird. WO - bloodied. Lek breaking up male follow last 2 females - lots of juvenile males (?), lots of fights and chases. 7:10 - lek spread out very far females everywhere. Females - YR, RR, YP."
"binder, floppy","25","1988",4,25,"5:25","Heimgartner","sybille_springs",NA,"10","40","no","no","34",NA,NA,NA,NA,"strut","yellow",NA,"Y","red","129","R129","adult",NA,"6:12","6:00","6:05",18,18,"1",NA,NA,NA,"yes","no","no","Eagle on dam when leaving. Males: W-Y male, R-R female, W-R male, Y-W male, Y-G male."
"binder, floppy","30","1988",5,9,"5:20","Johnsons","sybille_springs",NA,"calm","<5","no","no",NA,NA,"clear",NA,NA,"strut","yellow",NA,"Y","red","129","R129","adult",NA,"5:58","5:30","5:35",17,17,"3",NA,NA,NA,"no","no","no","Y/G is ~ 300 yards from other males. 6:51 - Y/B won another fight. W/Y on hill to the W of the main lek. There are 5 females over there including W/Y. W/O mostly by himself, closest female 15-20m."
"binder, floppy","32","1988",5,12,"5:20","White/Boonmer","sybille_springs",NA,"0 to 5","2","no","no",NA,NA,NA,NA,NA,"strut","NA",NA,"o","NA",NA,"y",NA,NA,"5:54","6:15","6:20",20,20,"1",NA,"Male not on lek",NA,"yes",NA,NA,"6:10 - 2 hens in drain W of lek - one walked by O/Y who was on ridge WY (?), but not on the lek at all. 5:35 - hen flew north. 5:33 - everyone crouched down for 1 min. Why? W/O - tail wagging, clucking w/ UM male. Y/B - chased off by UM male. 5:57 - hen back on ridge of lek - males increased strutting, walked by lek and left. Hen seemed to pursue O/Y."
"binder, floppy","31","1988",5,11,"5:17","White","sybille_springs",NA,"0 to 5","0","no","no",NA,"Boomer (?)","terrific - the best i've seen!",NA,NA,"strut","yellow",NA,"Y","blue","235","B235","adult",NA,"5:57","5:56","5:55",8,8,"3",NA,"Cluck and tail wagging UM male",NA,"no","no","no","Left at 6:15 to see if birds on E half of lek - now there. Hen did not seem interested in males - was actually chased off by UM male. Left lek at 5:35 - no copulation. 6:00 - Y/P in tail wagging contest with some UM male W/O had standoff with. Strutting increased for all birds at sunrise, but stopped soon after."
"binder, floppy","13","1988",4,21,"6:15","Burton et al.","viewpoint",NA,"0 to 5","20","no","no",NA,"Hawk on ridge where lek is!","good",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:21","6:40","6:45",34,34,"0","none","None",NA,"no","no","yes","Late got lost! Tag: RG on lek."
"binder, floppy","13","1988",4,21,"6:15","Burton et al.","viewpoint",NA,"0 to 5","20","no","no",NA,"Hawk on ridge where lek is!","good",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:21","6:40","6:45",27,27,"1",NA,"None",NA,"no","no","yes","Late got lost! Tag: RG on lek."
"binder, floppy","13","1988",4,21,"6:15","Burton et al.","viewpoint",NA,"0 to 5","20","no","no",NA,"Hawk on ridge where lek is!","good",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:21","7:10","7:15",37,37,"1",NA,NA,NA,"no","no","yes","Late got lost! Tag: RG on lek."
"binder, floppy","13","1988",4,21,"6:15","Burton et al.","viewpoint",NA,"0 to 5","20","no","no",NA,"Hawk on ridge where lek is!","good",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:21","7:10","7:15",36,36,"1",NA,"1 chase",NA,"no","no","yes","Late got lost! Tag: RG on lek."
"binder, floppy","15","1988",4,24,"5:55","White","viewpoint",NA,"5 to 10","40","no","no",NA,NA,"some snow",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:15","6:20","6:25",0,0,"0",NA,"Standoff w/UM male",NA,"no","no","yes","At 7:17, R/R showed up - (?) S of lek - never strutted. 5:59 - 3 males arrived from draw (1 juv, 2 adults). R/B -  tail wagging + clucking w/UM male. 6:07 - 5 males arrived from draw. A lot of chasing of juv males. 6:23 - all birds but 1 down for ~ 30 sec. 6:27 - 2 hens around - everyone went crazy - chasing each other + strutting. R/B + UM male w/ copulation  and a standoff. UM male -  that had copulated attempted third copulation w/ hen, interrupted by neighboring male. Hen wandered off. Hen came back a few minutes later and solicited from same UM male. He didn't respond, she wandered off, then came back. She's desperate! See (?) and for about 1/2 min hen w/ same M male. She solicited again - he mated. Finaly! Copulation w/ same male interupted - whole process - 45min."
"binder","15","1988",4,24,"5:55","White","viewpoint",NA,"5 to 10","40","no","no",NA,NA,"some snow",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:15",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"At 7:17, R/R showed up - (?) S of lek - never strutted. 5:59 - 3 males arrived from draw (1 juv, 2 adults). R/B -  tail wagging + clucking w/UM male. 6:07 - 5 males arrived from draw. A lot of chasing of juv males. 6:23 - all birds but 1 down for ~ 30 sec. 6:27 - 2 hens around - everyone went crazy - chasing each other + strutting. R/B + UM male w/ copulation  and a standoff. UM male -  that had copulated attempted third copulation w/ hen, interrupted by neighboring male. Hen wandered off. Hen came back a few minutes later and solicited from same UM male. He didn't respond, she wandered off, then came back. She's desperate! See (?) and for about 1/2 min hen w/ same M male. She solicited again - he mated. Finaly! Copulation w/ same male interupted - whole process - 45min."
"binder, floppy","15","1988",4,24,"5:55","White","viewpoint",NA,"5 to 10","40","no","no",NA,NA,"some snow",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:15","6:28","6:33",27,27,"1",NA,"missing tail feathers",NA,"no","no","yes","At 7:17, R/R showed up - (?) S of lek - never strutted. 5:59 - 3 males arrived from draw (1 juv, 2 adults). R/B -  tail wagging + clucking w/UM male. 6:07 - 5 males arrived from draw. A lot of chasing of juv males. 6:23 - all birds but 1 down for ~ 30 sec. 6:27 - 2 hens around - everyone went crazy - chasing each other + strutting. R/B + UM male w/ copulation  and a standoff. UM male -  that had copulated attempted third copulation w/ hen, interrupted by neighboring male. Hen wandered off. Hen came back a few minutes later and solicited from same UM male. He didn't respond, she wandered off, then came back. She's desperate! See (?) and for about 1/2 min hen w/ same M male. She solicited again - he mated. Finaly! Copulation w/ same male interupted - whole process - 45min."
"binder, floppy","15","1988",4,24,"5:55","White","viewpoint",NA,"5 to 10","40","no","no",NA,NA,"some snow",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:15","6:34","6:39",27,27,"1",NA,"Chased off 2 juv males",NA,"no","no","yes","At 7:17, R/R showed up - (?) S of lek - never strutted. 5:59 - 3 males arrived from draw (1 juv, 2 adults). R/B -  tail wagging + clucking w/UM male. 6:07 - 5 males arrived from draw. A lot of chasing of juv males. 6:23 - all birds but 1 down for ~ 30 sec. 6:27 - 2 hens around - everyone went crazy - chasing each other + strutting. R/B + UM male w/ copulation  and a standoff. UM male -  that had copulated attempted third copulation w/ hen, interrupted by neighboring male. Hen wandered off. Hen came back a few minutes later and solicited from same UM male. He didn't respond, she wandered off, then came back. She's desperate! See (?) and for about 1/2 min hen w/ same M male. She solicited again - he mated. Finaly! Copulation w/ same male interupted - whole process - 45min."
"binder, floppy","16","1988",4,25,"5:30","Boyce","viewpoint",NA,"0","65","no","no",NA,"Wind picked up to 15 - 20 by 6:20","dry",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:12","6:15","6:20",0,0,"4",NA,"Feeding/resting",NA,"no","no","yes","6:46 - Copulation attempted but interrupted by /R (x2). R/R (referring to copulation) I think but not sure on left tag. Cop at 5:42 may have been R/R or R/G - light was inadequate. I thought right was red but R/G was in some position (after therefore I may have not seen enough color but he was clearly a marked male). R/B - #961 Blue tag. R/G - #1040 Green tag. R/R. 6:05 - R/B in standoff with unmarked male. 6:07 -- won over another --. Birds flushed at 6:48. 6:30 R/R off by himself to SE of lek"
"binder, floppy","16","1988",4,25,"5:30","Boyce","viewpoint",NA,"0","65","no","no",NA,"Wind picked up to 15 - 20 by 6:20","dry",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:12","6:22","6:27",2,2,"4",NA,"Appeared spooked",NA,"no","no","yes","6:46 - Copulation attempted but interrupted by /R (x2). R/R (referring to copulation) I think but not sure on left tag. Cop at 5:42 may have been R/R or R/G - light was inadequate. I thought right was red but R/G was in some position (after therefore I may have not seen enough color but he was clearly a marked male). R/B - #961 Blue tag. R/G - #1040 Green tag. R/R. 6:05 - R/B in standoff with unmarked male. 6:07 -- won over another --. Birds flushed at 6:48. 6:30 R/R off by himself to SE of lek"
"binder, floppy","16","1988",4,25,"5:30","Boyce","viewpoint",NA,"0","65","no","no",NA,"Wind picked up to 15 - 20 by 6:20","dry",NA,NA,"strut","red","851","R851","red","852","R852","adult",NA,"6:12","6:29","6:34",18,18,"4",NA,NA,NA,"no","no","yes","6:46 - Copulation attempted but interrupted by /R (x2). R/R (referring to copulation) I think but not sure on left tag. Cop at 5:42 may have been R/R or R/G - light was inadequate. I thought right was red but R/G was in some position (after therefore I may have not seen enough color but he was clearly a marked male). R/B - #961 Blue tag. R/G - #1040 Green tag. R/R. 6:05 - R/B in standoff with unmarked male. 6:07 -- won over another --. Birds flushed at 6:48. 6:30 R/R off by himself to SE of lek"
"binder","17","1988",4,26,"5:30","White/Race","viewpoint",NA,"0","20","no","no",NA,"Snow overnight (1/2"") at 6:00 - wind picked up to ~10mph w/ gusts. ",NA,NA,NA,"copulation","red",NA,NA,"blue",NA,NA,NA,NA,"6:10",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"(Referring to cop.): w/ B/Y. Marked males: R/B R/G R/R. R/R got chased by everyone (juv). 7:09 - about 1/2 hens flew away, R/B chased off R/R(juv) severval times. B/Y solicited from R/B, bot no response"
"binder, floppy","17","1988",4,26,"5:30","White/Race","viewpoint",NA,"0","20","no","no",NA,"Snow overnight (1/2"") at 6:00 - wind picked up to ~10mph w/ gusts. ",NA,NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:10","6:15","6:20",5,5,"3",NA,"most of hens sat",NA,"no","no","yes","(Referring to cop.): w/ B/Y. Marked males: R/B R/G R/R. R/R got chased by everyone (juv). 7:09 - about 1/2 hens flew away, R/B chased off R/R(juv) severval times. B/Y solicited from R/B, bot no response"
"binder, floppy","17","1988",4,26,"5:30","White/Race","viewpoint",NA,"0","20","no","no",NA,"Snow overnight (1/2"") at 6:00 - wind picked up to ~10mph w/ gusts. ",NA,NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:10","6:27","6:32",30,30,"1",NA,"(?) at hens",NA,"yes","no","yes","(Referring to cop.): w/ B/Y. Marked males: R/B R/G R/R. R/R got chased by everyone (juv). 7:09 - about 1/2 hens flew away, R/B chased off R/R(juv) severval times. B/Y solicited from R/B, bot no response"
"binder, floppy","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:09","5:42","5:47",0,0,"3",NA,"Chased away 1X",NA,"no","no","yes","Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,"5:38","6:09",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder, floppy","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:09","5:48",NA,22,22,"2","5 - 10 hen walking ?","1 standoff",NA,"no","no","yes","Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:09",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder, floppy","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:09","6:03",NA,6,6,"1",NA,NA,NA,"no","no","yes","Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder, floppy","20","1988",5,1,"6:20","White","viewpoint",NA,"5 to 10, gusting","70","no","no",NA,"Full moon overnight",NA,NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"6:06","6:35","6:40",0,0,"3",NA,NA,NA,"no","no","yes","6:31 - hens flew away - S. all strutting stopped. R/B standoff w/UM male - clucking + tail wagging but mostly sitting. Hen hanging out w/ 3 UM male. Golden eagle nest blew down."
"binder, floppy","20","1988",5,1,"6:20","White","viewpoint",NA,"5 to 10, gusting","70","no","no",NA,"Full moon overnight",NA,NA,NA,"strut","red","851","R851","red","852","R852","adult",NA,"6:06","6:35",NA,2,2,"3",NA,NA,NA,"no","no","yes","6:31 - hens flew away - S. all strutting stopped. R/B standoff w/UM male - clucking + tail wagging but mostly sitting. Hen hanging out w/ 3 UM male. Golden eagle nest blew down."
"binder","21","1988",5,4,"5:25","Dan Martx","viewpoint",NA,"10 to 15 from north","0",NA,NA,NA,NA,"clear","hawk","5:36","strut",NA,NA,NA,"yellow",NA,NA,NA,NA,"5:57","5:35",NA,4,4,"1",NA,"Hawk then came by",NA,NA,NA,NA,"Copulation - w/ male ?/G. Female ?/B, Male ?/B, Male ?/G. 5:36 - hawk flew by + all flew away. Hawk unsuccessful. Perched on S ridge from lek (1/4 mile away). 6:10 hawk gone"
"binder","21","1988",5,4,"5:25","Dan Martx","viewpoint",NA,"10 to 15 from north","0",NA,NA,NA,NA,"clear","hawk","5:36","copulation","red",NA,NA,"blue",NA,NA,NA,"5:30","5:57",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"Copulation - w/ male ?/G. Female ?/B, Male ?/B, Male ?/G. 5:36 - hawk flew by + all flew away. Hawk unsuccessful. Perched on S ridge from lek (1/4 mile away). 6:10 hawk gone"
"binder","25","1988",5,8,"5:17","White/Burton","viewpoint","cannon net","10 to 15","70","no","no",NA,"Snow overnight + high winds - cannon net","covered by snow",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"5:55",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"Lots of activity - 2? female solicited several males (including R/B) + no response because males kept fighting + chasing each other off. 5:46 - wind has really picked up. R/B - interrupted copulation!! Female solicited again - UM male twice - interrupted by 3 other males - including R/B"
"binder, floppy","26","1988",5,10,"5:00","Johnson/White/Swanson","viewpoint","cannon net","10 to 20","40 (less than 5% over lek)","no","no",NA,NA,"clear",NA,NA,"strut","red","853","R853","green","1040","G1040","adult",NA,"5:56","5:40","5:45",26,26,"1",NA,NA,NA,"no","no","yes",NA
"binder, floppy","26","1988",5,10,"5:00","Johnson/White/Swanson","viewpoint","cannon net","10 to 20","40 (less than 5% over lek)","no","no",NA,NA,"clear",NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"5:56","5:40","5:45",39,39,"1",NA,NA,NA,"no","no","yes",NA
"binder","28","1988",5,15,"5:22","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"strut","red",NA,NA,"red",NA,NA,NA,NA,"5:48",NA,NA,0,0,"0",NA,"Who cares ?? No hens around ?? No strutting",NA,NA,NA,NA,"5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"binder","28","1988",5,15,"5:22","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"strut","red",NA,NA,"blue",NA,NA,NA,NA,"5:48",NA,NA,0,0,"0",NA,"Who cares ?? No hens around ?? No strutting",NA,NA,NA,NA,"5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"binder","28","1988",5,15,"5:22","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"strut","yellow",NA,NA,"orange",NA,NA,NA,NA,"5:48",NA,NA,0,0,"0",NA,"Who cares ?? No hens around ?? No strutting",NA,NA,NA,NA,"5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"floppy",NA,"1988",4,25,NA,NA,"viewpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strut","red","851","R851","red","852","R852","adult",NA,"6:12","6:35",NA,NA,5,"4",NA,NA,NA,"no","no","yes",NA
"binder, floppy","17","1988",4,26,"5:30","White/Race","viewpoint",NA,"0","20","no","no",NA,"Snow overnight (1/2"") at 6:00 - wind picked up to ~10mph w/ gusts. ",NA,NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:10","5:57","6:02",23,23,"1",NA,NA,NA,"yes","no","yes","(Referring to cop.): w/ B/Y. Marked males: R/B R/G R/R. R/R got chased by everyone (juv). 7:09 - about 1/2 hens flew away, R/B chased off R/R(juv) severval times. B/Y solicited from R/B, bot no response"
"binder, floppy","18","1988",4,27,"5:00","Johnson","viewpoint",NA,"20","100","no","no",NA,NA,"clear",NA,NA,"strut","NA",NA,"w","NA",NA,"w",NA,NA,"6:09","6:21",NA,0,0,"0","no hens on lek","Chased away",NA,"no",NA,NA,"Too dark to tell who bred - R/B in group of 3 possible males. R/B was mad, tried to knock male off but was too late, hen solicited UM male not R/B, R/B was not strutting at time of solicitation or copulation."
"binder, floppy","20","1988",5,1,"6:20","White","viewpoint",NA,"5 to 10, gusting","70","no","no",NA,"Full moon overnight",NA,NA,NA,"strut","red","854","R854","blue","961","B961","adult",NA,"6:06","6:29","6:31",10,10,"3",NA,"(?) mate below",NA,"no","no","yes","6:31 - hens flew away - S. all strutting stopped. R/B standoff w/UM male - clucking + tail wagging but mostly sitting. Hen hanging out w/ 3 UM male. Golden eagle nest blew down."
"binder","19","1988",4,16,"6:18","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"copulation",NA,NA,NA,NA,NA,NA,NA,NA,"6:42",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder, floppy","20","1988",4,7,"6:02","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"strut","yellow",NA,"Y","green","386","G386","adult",NA,"6:40","6:36","6:41",26,26,"0",NA,NA,NA,"no","no","yes",NA
"binder, floppy","22","1988",4,9,"6:10","White/Vurelich","south_fetterman",NA,"0 to 3","100","yes","no",NA,"Cold/windy night","clear",NA,NA,"strut","white","469","W469","orange","80","O80","adult",NA,"6:38","6:39","6:44",31,31,"1",NA,NA,NA,"no","no","yes","the RR had a big fight with another unmarked male, tail wags+ wing beating standoff. At 1 point, counted 65 females. Right after arrival, several hens walked to N end followed by 2 males. Females really scattered across lek after being clustered at 1 male. At 7:05 several hens and 1 distant male flew W."
"binder, floppy","22","1988",4,9,"6:10","White/Vurelich","south_fetterman",NA,"0 to 3","100","yes","no",NA,"Cold/windy night","clear",NA,NA,"strut","red","190","R190","red","179","R179","adult",NA,"6:38","6:48","6:43",37,37,"2",NA,NA,NA,"no",NA,NA,"the RR had a big fight with another unmarked male, tail wags+ wing beating standoff. At 1 point, counted 65 females. Right after arrival, several hens walked to N end followed by 2 males. Females really scattered across lek after being clustered at 1 male. At 7:05 several hens and 1 distant male flew W."
"binder, floppy","22","1988",4,9,"6:10","White/Vurelich","south_fetterman",NA,"0 to 3","100","yes","no",NA,"Cold/windy night","clear",NA,NA,"strut","white","469","W469","orange","80","O80","adult",NA,"6:38","7:05","7:10",17,17,"3",NA,NA,NA,"no","no","yes","the RR had a big fight with another unmarked male, tail wags+ wing beating standoff. At 1 point, counted 65 females. Right after arrival, several hens walked to N end followed by 2 males. Females really scattered across lek after being clustered at 1 male. At 7:05 several hens and 1 distant male flew W."
"binder, floppy","22","1988",4,9,"6:10","White/Vurelich","south_fetterman",NA,"0 to 3","100","yes","no",NA,"Cold/windy night","clear",NA,NA,"strut","red","190","R190","red","179","R179","adult",NA,"6:38","7:05","7:10",38,38,"1",NA,NA,NA,"no",NA,NA,"the RR had a big fight with another unmarked male, tail wags+ wing beating standoff. At 1 point, counted 65 females. Right after arrival, several hens walked to N end followed by 2 males. Females really scattered across lek after being clustered at 1 male. At 7:05 several hens and 1 distant male flew W."
"binder, floppy","22","1988",4,9,"6:10","White/Vurelich","south_fetterman",NA,"0 to 3","100","yes","no",NA,"Cold/windy night","clear",NA,NA,"strut","red","190","R190","red","179","R179","adult",NA,"6:38","7:34","7:39",38,38,"1",NA,NA,NA,"no",NA,NA,"the RR had a big fight with another unmarked male, tail wags+ wing beating standoff. At 1 point, counted 65 females. Right after arrival, several hens walked to N end followed by 2 males. Females really scattered across lek after being clustered at 1 male. At 7:05 several hens and 1 distant male flew W."
"binder, floppy","23","1988",4,10,"4:30","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"strut","red","190","R190","red","179","R179","adult",NA,"6:33","6:54","6:59",35,35,"1",NA,"chased off 1 unmarked male",NA,"no",NA,NA,"1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","23","1988",4,10,"4:30","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:33",NA,NA,NA,NA,NA,NA,NA,5,"yes",NA,NA,"1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder, floppy","23","1988",4,10,"4:30","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"strut","white","434","W434","red","167","R167","adult",NA,"6:33","7:39","7:44",22,22,"2",NA,NA,NA,"no","no","yes","1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","24","1988",4,10,NA,"Burton","south_fetterman",NA,"0 to 5","10","no","no",NA,"Good",NA,NA,NA,"strut","yellow",NA,NA,"orange",NA,NA,NA,NA,"6:40","7:25","7:30",NA,NA,NA,NA,"GONE",NA,NA,NA,NA,"One bird with bloody air sac Marked location of master cock w/ No#8 stake. tags: YO"
"binder, floppy","20","1988",4,7,"6:02","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"strut","yellow",NA,"Y","green","386","G386","adult",NA,"6:40","6:14","6:19",24,24,"1",NA,NA,NA,"no","no","yes",NA
"binder, floppy","16","1988",4,14,"5:41","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"strut","blue","228","B228","blue","227","B227","adult",NA,"6:33","6:12","6:17",33,33,"1",NA,"0",NA,"no","yes","no","5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder, floppy","16","1988",4,14,"5:41","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"strut","green","333","G333","green","361","G361","adult",NA,"6:33","6:21","6:26",0,0,"3",NA,"walked to other mating center",NA,"no","yes","no","5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder, floppy","16","1988",4,14,"5:41","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"strut","green","333","G333","green","361","G361","adult",NA,"6:33","6:53","6:58",30,30,"2",NA,NA,NA,"no","yes","no","5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
